keep	question_id	topic_sim	orig_type	question	src_gold(참고: 이 답이 지문에 없어야 함)	context_head	검수사유
O	natua_numeric_reasoning_numeric-8aeb55fd-5552-41ff-9f49-20737d2074ff	0.0592	numeric_reasoning	지난해 애경산업의 화장품 사업과 생활용품 사업의 매출액은 합은 얼마인가?	573900000000원	KT는 지난해 연결기준 영업이익이 1조6718억2432만원으로 전년대비 41.2% 증가했다고 9일 공시했다. 같은 기간 매출액은 24조8980억513만원으로 4.1% 늘어난 것으로 나타났다. 당기순이익은 1조4593억9519만원으로 107.5% 증가한 것으로 집계됐다.	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_yes_no_finance-7212479	0.0586	yes_no	통계적으로 보육료 지원이 15세에서 24세 여성의 고용률에 유의한 영향을 미칠까	No	Ⅳ. 보완방안 1. 금융안정에 대한 측정지표 개발, 금융안정 책임에 관한 유관기관과의 MOU체결 및 금융안정협의기구 구성 추진 (1) 금융안정 측정지표 개발 금융안정을 측정하는 신뢰할 수 있는 측정 지표를 개발함으로써 금융안정을 위한 정책 방향 및 법적 책임을 명확하게 설정할 필요가 있다. 즉 금융 안정 측정지표를 개발하여 목표 인플레이션을 정하고 이를 달	분야 상이
X	natua_numeric_reasoning_numeric-413aed64-8af4-4088-a3c8-83f262f20d33	0.0585	numeric_reasoning	20일 정부서울청사에서 열린 재정관리점검회의에 참석한 안도걸 기획재정부 2차관의 말에 의하면 상생소비지원금은 상생국민지원금보다 몇 % 더 적은가?	91.86%	<사진> 이준재 한국투자증권 투자상품본부장이 2일 오전 서울 중구 플라자호텔 4층 메이플 홀에서 열린 '2019 헤럴드경제 자본시장대상' 시상식에서 정지원 한국거래소 이사장으로부터 투자상품대상을 수상하고 있다. 한국투자증권이 2일 오전 서울 중구 플라자호텔 4층 메이플 홀에서 열린 '2019 헤럴드경제 자본시장대상' 시상식에서 투자상품대상을 수상했다. 이준	분야 상이
X	natua_yes_no_finance-7212403	0.0584	yes_no	비정규직 고용문제를 해결하는 것이 수도권의 안정적인 발달에 무조건적으로 필요할까	Yes	(3) 금융안정협의기구 설치 한국은행 및 기획재정부, 금융위원회가 각각 금융 안정 목표와 정책수단을 분담하고 있는 상황이므로 금융 안정이라는 공동의 목표를 달성하기 위하여 각 기관이 참여하는 금융 안정협의기구를 구성하여 설치할 필요가 있다. 금융 안정협의기구는 각 기관의 금융 안정 관련 정보를 교환하고, 정책을 협의하는 기능을 수행하여야 할 것이다. 금융 	분야 상이
O	natua_numeric_reasoning_numeric-e9c24ba9-0aaf-41ff-ab2a-7617fc40278b	0.0577	numeric_reasoning	경기 지역 중 아파트값 하락률이 두 번째로 낮은 지역은 어디인가?	구리	한편 서울 아파트 전셋값 역시 전주보다 0.01% 오르면서 지난해 12월 이후 29주만에 상승 전환됐다. 성북(0.17%), 송파(0.07%), 관악(0.03%), 용산(0.03%) 등이 올랐고 강동(0.15%), 도봉(0.04%), 서대문(0.30%) 등은 하락했다.	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
O	natua_numeric_reasoning_numeric-41bbfb30-1c7b-4b5b-b11e-f4de2cde77ea	0.0573	numeric_reasoning	올해 서울에서 146.8대1의 평균 청약경쟁률을 기록하는 등 제일 경쟁이 치열했던 단지는 어디인가?	마곡지구 9단지	수도권에 지식산업센터 분양 바람이 불고 있다. 서울 도심 오피스 못지않은 시설과 세금 감면 등 서울 도심의 치솟는 임대료에 비해 상대적으로 저렴하게 사옥 마련이 가능해서다. 한국감정원 통계에 따르면 서울의 지난해 4분기 오피스(3층부터 최고층까지 평균) ㎡당 평균 임대료는 2만2400원이었다. 반면 경기도의 ㎡당 평균 임대료는 1만2400원으로 서울에 비해	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
O	natua_text_span_finance-6817468	0.057	text_span	어떤 방식으로 대주주와 거래에서 찾아낸 불법행위 문제를 해결할 수 있어	엄정히 제재	방송통신위원회는 이동통신사업자와 디지털콘텐츠제공업자 간의 수익배분 행위에 대한 사후 규제를 위하여 「전기통신사업법」 제50조(금지행위)에 통신사업자가 디지털 콘텐츠를 제공하기 위한 거래에서 적정한 수익배분을 거부하거나 제한하는 행위에 대하여 규정하고 있다. 그러나 유선포털사업자와 콘텐츠제공업자 간의 관계에서 발생할 수 있는 불공정 행위에 대해서는 현행 법 	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_numeric_reasoning_numeric-05653376-79f8-46a5-8583-2e3f237a5d9a	0.0566	numeric_reasoning	24일 최근 글로벌 경제환경 변화에 대한 대응과 정부 및 금융의 역할이라는 심포지엄·학술대회를 개최한 주체는 어디인가?	글로벌금융학회와 금융연구원	경영상 애로사항도 '자금 조달 곤란'이 46.1%(53개사)로 가장 많았고 그 원인으로 '무형자산에 대한 담보 인정이 어려움'(43.9%, 29개사), '서비스 연구·개발(R&D)에 대한 기술평가제도의 부재'(25.8%, 17개사), '제조업에 비해 불리한 대출 관행'(21.2%, 14개사) 등을 꼽았다. 정부 또는 유관기관으로부터 받고 싶은 지원은 '금융	분야 상이
X	natua_yes_no_finance-7212470	0.0558	yes_no	고용보험의 원자료를 통해 임금 노동자들의 상황을 파악할 수 있니	Yes	□ 소규모 사업자 외에 면허를 받아야 하는 사업자는 육상교통청에 통행 및 운전자 관련 자료를 제출하여 야 하며, 육상교통청은 위반행위나 안전사고에 관한 사업자의 보고 의무와 조치 방안 등을 포함한 사업자 준수규범을 마련할 수 있음 □ 육상교통청은 결함이 있거나 위험성이 있는 자동차 모델의 사용을 금지하는 등 필요한 경우 모든 사업자(면허가 불필요한 소규모 	분야 상이
O	natua_numeric_reasoning_numeric-7b5799ba-f07e-4c34-ab4d-451f2fcf6f60	0.0557	numeric_reasoning	커스트인케이스의 설문조사 결과 P2P 보험의 가입 의향이 있는 사람들의 소득분포가 두 번째로 높은 것은 얼마인가?	500만~1000만 엔	인력확보 용이성은 54.6%를 차지해 입주요건 중 전문 인력의 확보를 가장 중요하게 생각하는 것으로 드러났다. 응답기업의 소재지는 총 326개 중 서울이 97개사로 가장 많은 응답을 한 것으로 파악됐다. 인천 75개사, 경기 70개사, 대전·충북·충남 57개사, 대구·부산·경북 17개사, 강원·광주 등 10개사 순으로 응답했다. 또한, 스타트업 창업 시 인	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_text_span_finance-6404759	0.0556	text_span	서울시에서 지역별로 집의 면적에 따른 선호도를 추측할 때 어떻게 알 수 있어	주택의 ㎡당 가격을 통해	소나무재선충병 방제특별법 시행규칙 일부개정령(안) 입법예고 1. 개정이유 검인제도 폐지 내용의 「소나무재선충병 방제특별법」이 개정(법률 제16232호, 2019. 1. 15 공포)됨에 따라 검인 관련 내용을 삭제하고 일부 조문을 정비하고자 함 2. 주요내용 가. 소나무류 생산확인을 받으려는 경우에서 검인찍기 내용 삭제(안 제5조) - 소나무류 반출금지구역이	분야 상이
X	natua_text_span_finance-7450882	0.0542	text_span	누가 지능형전력망 정보와 관련된 표준약관을 만들고 관련 사업자에게 권유할 수 있지	산업통상자원부장관	경찰공무원 승진임용 규정 시행규칙 일부개정령(안) 입법예고 1. 개정이유 자치경찰제 시행(’21. 1. 1.)으로 자치경찰사무 담당 경찰공무원에 대한 임용권이 시·도지사, 시·도자치경찰위원회, 시·도경찰청장에게 위임됨. 시·도지사, 시·도경찰청장이 표창을 수여할 경우 상점을 3점으로 규정하고 있으나, 시·도자치경찰위원회에 대해서는 규정되어 있지 않으므로, 	분야 상이
X	natua_numeric_reasoning_numeric-038d8927-3f04-42db-a239-f9bdcc17acd2	0.0541	numeric_reasoning	지금까지 국내에 도입된 코로나19 백신인 아스트라제네카 백신, 화이자 백신 중 어떤 것이 더 많은가?	아스트라제네카 백신	코로나19 여파에도 개별소비세와 신차 효과로 수입차의 국내 질주는 계속됐다. 미국 전기차 업체 테슬라는 국내 시장에 진출한 이래로 역대 최고 실적을 기록했다. 3일 테슬라코리아에 따르면 테슬라의 6월 신차 등록대수는 2827대로, 전달보다 무려 1천497% 증가했다. 모델3가 테슬라 실적을 견인했다. 카이즈유 데이터 연구소 자료에 따르면 모델3는 2812대	분야 상이
X	natua_text_span_finance-7450831	0.0541	text_span	스마트그리드에 대한 정의와 관련된 사업을 구체화하기 위해 어느 나라의 입법규정을 분석했어	미국	5. 나가며 당초 정부는 여성인력 증가에 따른 일과 삶의 균형을 통한 생산성 제고, 긴 노동시간 대비 낮은 생산성을 해결하기 위한 근무방식 선진화 등을 위해 공공부문에서 선제적으로 스마트워크센터를 도입하고 이를 민간부문으로 확산하고자 하였다. 이와 관련하여 현재 국회에는 공공부문뿐만 아니라 민간부문에서의 스마트워크센터 활용을 촉진하기 위한 「스마트워크 촉진	표면어/지시어 함정
X	natua_yes_no_finance-7603711	0.0541	yes_no	정규직이 비정규직에 비해 수도권과 비수도권간의 임금 차이가 더 컸니	Yes	(3) 교육감의 임용권 견제 미비 교과부는 교장공모제를 확대 실시하여 교육감에 집중된 교장인사권을 단위학교로 분산하겠다고 발표하였다. 그러나 현제도는 인사권 분산에 있어 5, 6차 시범적용에 비해 큰 차이가 없다. 교육감이 교육청 심사위원회의 구성에 사실상 영향력을 행사할 수도 있다는 점에서 보면, 학운위 심사에서 상위 2인을 선정하여 추천하던 5차 시범적	분야 상이
O	natua_numeric_reasoning_numeric-80e424e5-3005-4d57-8a58-c9021a473c93	0.054	numeric_reasoning	지난해 최저임금 상승으로 인한 도소매업의 고용 감소율은 제조업의 고용 감소율과 얼마나 차이가 나는가?	0.47퍼센트포인트(%p)	취업자 수가 23개월 연속으로 감소하는 등 대구 고용지표 악화에 끝이 보이지 않고 있다. 1월에 비해 지난달 사정이 나아져 회복세가 시작됐다는 의견도 있지만, 노인 일자리를 위시한 '공공 일자리' 영향이 크다는 분석이 나온다. 17일 동북지방통계청이 발표한 2월 고용동향에 따르면 지난달 대구 고용률은 56.5%로 전년 동월보다 0.3%p 하락했다. 취업자 	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
O	natua_table_lookup_finance-7711691	0.0537	table_lookup	국세에 대한 이의신청 처리건수는 2008년 4602건에서 2012년에 몇 건으로 증가했지	5,165	한편 우리나라의 전자산업기술은 중국보다 2~3년 정도 앞선 것으로 평가되나 반도체설계 및 차세대 컴퓨터 분야에서는 기술격차가 크지 않은 상황이다.  〈표 11〉 우리나라 전자산업의 중국대비 기술우위 <table><tbody><tr><td></td><td>2008</td><td>2014</td><td>2008년 대비 2014 증감</td></tr><tr><t	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_yes_no_finance-7021568	0.0536	yes_no	징계를 감경받을 수 없는 대상은 직무태만과 같은 소극행정 행위를 한 사람이지	Yes	□ 소규모 사업자 외에 면허를 받아야 하는 사업자는 육상교통청에 통행 및 운전자 관련 자료를 제출하여 야 하며, 육상교통청은 위반행위나 안전사고에 관한 사업자의 보고 의무와 조치 방안 등을 포함한 사업자 준수규범을 마련할 수 있음 □ 육상교통청은 결함이 있거나 위험성이 있는 자동차 모델의 사용을 금지하는 등 필요한 경우 모든 사업자(면허가 불필요한 소규모 	분야 상이
X	natua_numeric_reasoning_numeric-41e7dbe7-fc76-44ac-8362-a1a9bae7043a	0.0533	numeric_reasoning	지난해 에너지효율 1등급을 받은 에어컨은 전체 에어컨 대비 몇 %인가?	2.26%	KT는 지난해 연결기준 영업이익이 1조6718억2432만원으로 전년대비 41.2% 증가했다고 9일 공시했다. 같은 기간 매출액은 24조8980억513만원으로 4.1% 늘어난 것으로 나타났다. 당기순이익은 1조4593억9519만원으로 107.5% 증가한 것으로 집계됐다.	분야 상이
X	natua_text_span_finance-7450862	0.0531	text_span	EMS는 스마트그리드의 주요 기술로 제대로 가동된다면 무엇을 막을 수 있지	연료비 낭비	(2) 영화 VOD 시장 성장의 의미 VOD 등 영화 부가시장의 성장은 제작·배급·상영 등 영화산업 가치사슬의 각 단계에 상당한 파급효과를 가져올 것으로 기대된다. 먼저, 부가시장의 수익은 영화 선진국에 비해 낮은 제작비로 고품질의 영화를 제작하고 있는 국내 영화제작업의 실정을 감안하면, 우수 제작인력의 이탈을 방지하고 흑자 기조를 유지하면서 집행할 수 있	분야 상이
X	natua_text_span_finance-7450873	0.053	text_span	겸업사업자에게 전기에너지 공급을 허용할 경우 나타날 수 있는 구조적 문제점이 뭐야	불공정한 소득 보전 문제	국적법 일부개정법률안 재입법예고 1. 개정이유 및 주요내용 병역준비역에 편입된 복수국적자에게 국적 선택 기간에 국적 이탈을 신고할 수 없는 정당한 사유가 있는 경우에도 국적 이탈을 할 수 없도록 하는 규정에 대하여 헌법재판소가 헌법불합치결정(헌법재판소 2020. 9. 24. 선고, 2016헌마889)을 함에 따라, 외국에서 출생하여 주된 생활근거가 외국에 	분야 상이
